topic	term	beta
2	chosen	1.6484410419965475e-4
1	chris	7.884809732814499e-5
2	chris	2.6778858850159123e-5
1	christ	7.761168364929104e-11
2	christ	1.2077411342233245e-4
1	christian	1.8709828284426218e-5
2	christian	3.258874144087095e-4
1	christians	2.3496931724373167e-7
2	christians	7.38588685445961e-5
1	christies	7.81421832501455e-5
2	christies	2.877978156696896e-23
1	christine	1.7882208960776236e-5
2	christine	1.0893879836285444e-5
1	christmas	1.8942560537342723e-4
2	christmas	1.2880914028450783e-4
1	christopher	1.2012898672735047e-5
2	christopher	6.563788462315173e-5
1	chromium	3.348950710702304e-5
2	chromium	1.271719205233024e-16
1	chronic	4.2568900126633104e-5
2	chronic	2.8726059985341346e-5
1	chrysler	3.6280299366136355e-4
2	chrysler	1.8296272801758505e-17
1	chryslers	6.139742969642324e-5
2	chryslers	8.347945599729221e-17
1	chuck	4.228660498773638e-5
2	chuck	9.443397283344366e-6
1	church	1.2862621288845142e-5
2	church	6.611237352097638e-4
1	churches	1.4763027986330304e-18
2	churches	6.623099513285971e-5
1	churchs	5.417889162780904e-19
2	churchs	3.1167527121345835e-5
1	cia	6.162745659410805e-11
2	cia	1.0908630190880344e-4
1	cigarette	7.596242727730145e-5
2	cigarette	2.1001172126912012e-5
1	cigarettes	1.8374412261240608e-4
2	cigarettes	3.128197913377761e-7
1	cincinnati	5.004380412383086e-5
2	cincinnati	3.909234739035619e-5
1	cinema	2.7715382544617512e-5
2	cinema	4.030333665341496e-6
1	circle	1.2110569431350807e-36
2	circle	2.337564534100965e-5
1	circles	5.476185416987609e-5
2	circles	2.4111330101476163e-5
1	circuit	4.753908720588092e-5
2	circuit	1.771985686648853e-4
1	circular	3.3489492034821074e-5
2	circular	1.0520510353044823e-11
1	circulated	8.576058309151733e-14
2	circulated	2.337564528114885e-5
1	circulation	2.9664006522321924e-5
2	circulation	3.383772303189807e-5
1	circumstances	1.4918450441154735e-5
2	circumstances	9.477733926671844e-5
1	circus	7.21452578691654e-5
2	circus	8.081789323038413e-6
1	cisneros	1.4812889980198256e-5
2	cisneros	3.6411907019426886e-5
1	cited	1.8403834277022825e-4
2	cited	1.5204914910674962e-4
1	cites	3.4464724003822505e-5
2	cites	3.2152403879808055e-6
1	cities	3.5549066405857964e-4
2	cities	2.4275639367728408e-4
1	citing	1.846411435437338e-5
2	citing	1.0399029176763567e-4
1	citizen	3.8244477427503715e-5
2	citizen	1.0576737998866433e-4
1	citizens	1.0533685160143407e-4
2	citizens	3.511325309211672e-4
1	citizenship	1.0868603937686475e-9
2	citizenship	4.67505320544582e-5
1	city	0.0016658669439048254
2	city	0.0012760853935199882
1	citys	2.195082597540674e-4
2	citys	1.5845870660390564e-4
1	civic	1.9017506607809855e-5
2	civic	3.7373029347848895e-5
1	civil	5.222245338941942e-5
2	civil	5.907952585988331e-4
1	civilian	1.5793148020234036e-4
2	civilian	1.8195953797985273e-4
1	civilians	5.064177982775041e-6
2	civilians	1.834703711263331e-4
1	civilization	1.6405817296233237e-5
2	civilization	2.361222253876036e-5
1	claim	9.24346366136896e-5
2	claim	3.562423242958092e-4
1	claimants	2.3124202523369587e-11
2	claimants	3.116751098067398e-5
1	claimed	9.335264242719294e-5
2	claimed	4.257284931003555e-4
1	claiming	2.601525769479713e-5
2	claiming	9.482365972994382e-5
1	claims	1.9805365534339905e-4
2	claims	3.9939857249613494e-4
1	clandestine	3.947404720176698e-6
2	clandestine	2.841224223581784e-5
1	clara	6.127629131301042e-5
2	clara	7.876436261284057e-6
1	claremont	3.8892715800768023e-5
2	claremont	1.2450616227375768e-7
1	clark	3.2462223346778655e-5
2	clark	1.059074471600646e-4
1	clarke	8.139831027580788e-6
2	clarke	2.938187339659892e-5
1	clash	3.2181118684836856e-5
2	clash	3.987266282422216e-5
1	clashed	8.192962150918254e-6
2	clashed	5.272043326209731e-5
1	clashes	2.693800746201778e-6
2	clashes	1.1110201535700243e-4
1	class	8.904498253606229e-5
2	class	2.0666660502623285e-4
1	classaction	1.0192050623511841e-9
2	classaction	3.5062756607312844e-5
1	classes	3.195240598836073e-5
2	classes	1.1795112188061354e-4
1	classic	4.441050878213778e-5
2	classic	7.960914376760436e-6
1	classics	3.905316867133603e-5
2	classics	1.2510205321059565e-8
1	classified	2.3689789057743335e-5
2	classified	1.1592653916324775e-4
1	classroom	4.594497857248149e-10
2	classroom	8.960631977833999e-5
1	claude	2.244447728345881e-5
2	claude	1.9397243388889274e-5
1	clay	1.682803679731477e-5
2	clay	1.9421572822877062e-5
1	clayton	1.564218530246952e-5
2	clayton	3.583305964271523e-5
1	clean	1.5581188164311428e-4
2	clean	6.266484824100376e-5
1	cleaned	3.32811496826398e-5
2	cleaned	1.4543329184321185e-7
1	cleaning	8.353962434083268e-5
2	cleaning	1.2853194380752477e-7
1	cleanup	1.4878985715919863e-4
2	cleanup	1.3352197776030415e-6
1	clear	1.5312316026522426e-4
2	clear	4.6192754410160806e-4
1	cleared	8.892165488581822e-5
2	cleared	4.701911111644407e-5
1	clearing	3.3386758954720585e-5
2	clearing	7.863599896827056e-6
1	clearly	3.7646427464694824e-5
2	clearly	2.2306304502094955e-4
1	clears	2.8348447875008682e-8
2	clears	2.3355858150312186e-5
1	clem	1.701606431397793e-25
2	clem	2.337564534100965e-5
1	clerical	2.6880107882461347e-5
2	clerical	4.613354615825826e-6
1	clerk	3.3008517155279524e-5
2	clerk	2.3711375887679466e-5
1	clerks	5.216663261617087e-6
2	clerks	3.5318182714725846e-5
1	cleveland	8.162857757033112e-5
2	cleveland	4.821373152434622e-5
1	client	3.8178539433838755e-7
2	client	8.93401546176928e-5
1	clients	4.0491184821944264e-5
2	clients	5.744788959951443e-5
1	cliff	2.2368471255922916e-5
2	cliff	1.555435463644789e-5
1	climate	3.940539310978429e-5
2	climate	4.26220076611778e-5
1	climb	3.118263847030166e-5
2	climb	1.329801486986848e-5
1	climbed	2.7900891201315426e-4
2	climbed	4.9079024106538414e-8
1	climbing	6.139742843132516e-5
2	climbing	8.831208104072006e-13
1	clinic	3.3590177056315385e-5
2	clinic	1.9409436918406125e-5
1	clinics	1.1091458460238796e-5
2	clinics	5.459322637848652e-5
1	clint	8.156184833910874e-13
2	clint	2.3375644771708693e-5
1	clinton	6.037462016505808e-23
2	clinton	3.116752712134622e-5
1	clock	3.45843431168688e-5
2	clock	2.6507391697453185e-5
1	close	0.0010341602503481787
2	close	3.768124218283582e-4
1	closed	8.187182352265915e-4
2	closed	1.6097230772643727e-4
1	closely	1.1581355796848127e-4
2	closely	4.77282918031453e-5
1	closer	4.9381577658309045e-5
2	closer	8.630587153982899e-5
1	closes	3.347902408177877e-5
2	closes	7.317142162911508e-9
1	closest	5.72479361342558e-5
2	closest	3.7959810724063885e-5
1	closing	3.2177034075321154e-4
2	closing	9.097580845600108e-5
1	closings	4.4652651939188715e-5
2	closings	1.6894196456057082e-11
1	cloth	3.180321108654937e-5
2	cloth	1.1770330806190376e-6
1	clothes	1.1695007625131922e-4
2	clothes	2.7455298630014123e-5
1	clothing	1.7223586128137274e-4
2	clothing	4.449634788102825e-6
1	cloud	2.715914401740956e-5
2	cloud	1.2210469429094273e-5
1	clouds	8.325761455562096e-5
2	clouds	3.253745160406832e-7
1	cloudy	1.4512119746455584e-4
2	cloudy	1.0344545811417686e-24
1	clout	1.2486002447722761e-19
2	clout	2.7271586231177846e-5
1	clr	9.4886936803748e-5
2	clr	5.017860052031123e-36
1	club	2.997391138163122e-5
2	club	3.4140074004674335e-4
1	clubs	4.5617205954065635e-9
2	clubs	1.0129127906757038e-4
1	clues	5.0234260217999066e-05
2	clues	3.090801232116637e-13
1	clyde	1.6587502043642482e-7
2	clyde	2.3259864728406375e-5
1	cmdr	5.0215564767049316e-5
2	cmdr	1.3049716749567291e-8
1	cna	3.907109162506032e-5
2	cna	8.656564978010882e-18
1	cnn	1.4372829397461907e-15
2	cnn	9.739852225320381e-5
1	co	0.001582119184790274
2	co	1.381729104341388e-5
1	coach	1.284359877569648e-5
2	coach	4.1682411369793113e-05
1	coal	1.0518907501081249e-4
2	coal	7.462387564435959e-5
1	coalition	2.523009703557616e-5
2	coalition	3.2133627278195916e-4
1	coast	6.799675685498419e-4
2	coast	5.5231219916819103e-5
1	coastal	1.3321768324556368e-4
2	coastal	5.167602610078009e-7
1	coastamerica	3.907109162507275e-5
2	coastamerica	5.8961714689035675e-30
1	coasters	3.348950710720519e-5
2	coasters	3.925871405865034e-23
1	coasts	1.5069977826339955e-5
2	coasts	1.2856814596868551e-5
1	coat	5.0231720003296974e-5
2	coat	1.7733766196208078e-9
1	coats	1.7028386068093416e-20
2	coats	3.895940890168274e-5
1	coca	1.162959633936298e-5
2	coca	2.694602039970519e-5
1	cocaine	4.5538987008347506e-5
2	cocaine	3.967673266234738e-4
1	cochairman	1.3519981232414335e-5
2	cochairman	2.173059258258648e-5
1	cockpit	6.086515567046523e-5
2	cockpit	3.71526783538238e-7
1	cocoa	3.907109162507275e-5
2	cocoa	6.932172419593806e-60
1	code	3.321705664820744e-5
2	code	6.252522441396841e-5
1	coffee	6.336608617195318e-5
2	coffee	6.417761360464189e-6
1	coffers	1.2806743354402098e-5
2	coffers	1.8332491079149608e-5
1	coffin	7.735700777858786e-6
2	coffin	2.5768015051235914e-5
1	cohost	6.60626319895426e-7
2	cohost	2.291452877374045e-5
1	coins	1.7683259636351095e-5
2	coins	1.103274628283268e-5
1	col	9.746583890498757e-5
2	col	1.1507815539630125e-4
1	cold	2.0964415535511344e-4
2	cold	8.35290837619841e-5
1	cole	6.455229098965983e-5
2	cole	2.5069495933106207e-5
1	coleco	7.256059873227792e-5
2	coleco	7.210272575801633e-21
1	coleman	1.6634152521212078e-5
2	coleman	2.7348785650662833e-5
1	colin	3.97454635225009e-11
2	colin	2.7271558488880736e-5
1	collaborating	2.0010224033041594e-6
2	collaborating	2.1978933533059847e-5
1	collapse	9.50805299509422e-5
2	collapse	4.661616284228219e-5
1	collapsed	1.1362736736229799e-4
2	collapsed	5.7046132627740105e-5
1	collapsing	1.5210641599701812e-5
2	collapsing	2.4446454082177196e-5
1	collateral	4.465267614230114e-5
2	collateral	4.461258414737538e-16
1	colleague	1.3224058899976285e-5
2	colleague	1.8041205209894977e-5
1	colleagues	3.998836667776267e-5
2	colleagues	1.3571767400778666e-4
1	collect	4.551614263916707e-5
2	collect	3.056482829645676e-5
1	collected	1.1146618490897417e-4
2	collected	5.465869511399924e-5
1	collecting	4.6505717985165194e-5
2	collecting	6.4984602687198145e-6
1	collection	7.250150521071884e-5
2	collection	1.2471135570940324e-4
1	collections	4.359887392734745e-5
2	collections	2.0215257433822424e-5
1	collective	4.087786971815091e-5
2	collective	5.328204300534416e-5
1	collector	3.0906908554275256e-5
2	collector	5.698592318815496e-6
1	collectors	6.138229754604256e-5
2	collectors	1.0562227213719242e-8
1	college	8.80338623174203e-5
2	college	4.489207012048e-4
1	colleges	1.4014628823457921e-5
2	colleges	4.086503346714114e-5
1	collided	4.465267614294029e-5
2	collided	1.5591923392414024e-28
1	collider	3.742928359877177e-5
2	collider	1.145980501235177e-6
1	collins	2.355987505298229e-5
2	collins	1.0826814985245576e-5
1	collision	5.5815844833567084e-5
2	collision	2.408852519151467e-13
1	colo	9.20192406151306e-5
2	colo	1.3689471988194085e-5
1	colombia	3.0277077182586517e-7
2	colombia	9.718718853229907e-5
1	colombian	1.3029391119212256e-14
2	colombian	6.233505423359792e-5
1	colombias	5.233470299975222e-6
2	colombias	3.141051052715043e-5
1	colombo	3.3489507094343246e-5
2	colombo	8.977665375823844e-15
1	colonel	1.1608733026814764e-5
2	colonel	3.4752464753124855e-5
1	colonial	3.30614934656048e-7
2	colonial	3.483269908940935e-5
1	colonies	1.6161843320452126e-5
2	colonies	1.988657526061926e-5
1	colony	4.9726406159190154e-5
2	colony	6.658547711065293e-5
1	color	4.145232026914096e-5
2	color	8.015266327715739e-5
1	colorado	1.791549031884843e-4
2	colorado	4.2475499654944985e-5
1	colored	8.19947355374045e-6
2	colored	1.765242029736644e-5
1	colorful	1.935714282781289e-6
2	colorful	2.202451854147288e-5
1	colors	1.5681101132282674e-5
2	colors	1.6326191978245457e-5
1	columbia	1.9308162327799275e-4
2	columbia	1.3404912491019432e-4
1	columbias	5.023426066080704e-5
2	columbias	5.718676299896368e-19
1	columbus	6.316070160502512e-5
2	columbus	2.2144883161067668e-5
1	column	2.384150281555014e-20
2	column	6.623099513286077e-5
1	columnist	1.617267806220188e-6
2	columnist	8.847778902381409e-5
1	coma	1.39732196830103e-6
2	coma	2.2400315884722177e-5
1	combat	9.129575638986516e-5
2	combat	1.7782398070300765e-4
1	combatants	3.07315161104304e-7
2	combatants	2.3161139639540434e-5
1	combe	1.064883888055994e-12
2	combe	3.895940815839475e-5
1	combination	5.414586078611074e-5
2	combination	2.064535202996664e-5
1	combine	3.348950710720144e-5
2	combine	2.615730227262833e-18
1	combined	1.574883825827354e-4
2	combined	3.422306588681322e-5
1	come	5.589749077905429e-4
2	come	7.318670018074859e-4
1	comedy	5.489260688672606e-5
2	comedy	3.1811946605e-5
1	comes	1.4978415762435573e-4
2	comes	2.1102200703111001e-4
1	comfort	3.910961465261633e-6
2	comfort	2.064579781409154e-5
1	comfortable	3.645029000842099e-5
2	comfortable	4.858060781421485e-5
1	coming	2.4356862384226872e-4
2	coming	2.7023064384454657e-4
1	command	1.0408257703064754e-4
2	command	1.6889879158687025e-4
1	commandant	2.5306715038583385e-6
2	commandant	2.550517983530523e-5
1	commander	1.341421728658376e-4
2	commander	1.5960504384822675e-4
1	commanders	7.744024544197284e-6
2	commanders	4.5241909520783485e-5
1	commanding	1.36795646032324e-5
2	commanding	1.7723262645496016e-5
1	commencement	1.4364594333594756e-16
2	commencement	2.3375645340909413e-5
1	comment	2.6400884620723453e-4
2	comment	4.4686449094076265e-4
1	commentary	2.9828454534129726e-10
2	commentary	3.506325980917457e-5
1	commentator	7.762153246639245e-15
2	commentator	2.3375645335591706e-5
1	commented	9.991558690304204e-6
2	commented	7.094471897292367e-5
1	commenting	6.952333955169287e-6
2	commenting	2.6314804377232413e-5
1	comments	3.834868038127168e-14
2	comments	2.5323615783417054e-4
1	commerce	3.9207758116869786e-4
2	commerce	6.91730051598422e-5
1	commercial	4.589229845453329e-4
2	commercial	6.537032451227912e-5
1	commerciale	3.3489507107202574e-5
2	commerciale	1.840740743749173e-18
1	commercials	8.411269390997662e-8
2	commercials	8.565198900025814e-5
1	commission	2.541652048369156e-4
2	commission	5.121744569696212e-4
1	commissioned	2.6655865632838946e-5
2	commissioned	8.66581639120341e-6
1	commissioner	5.592143245428479e-5
2	commissioner	1.3628423133405393e-4
1	commissions	3.273865839859771e-6
2	commissions	3.277831264862341e-5
1	commit	2.5506239474017845e-5
2	commit	7.569924953180556e-5
1	commitment	6.507833526783066e-5
2	commitment	1.2210083976211785e-4
1	commitments	8.7175465510775e-12
2	commitments	5.45431663775164e-5
1	committed	1.538947182723584e-5
2	committed	2.1132679347494213e-4
1	committee	1.1849861317475011e-4
2	committee	0.0018379869352015527
1	committees	1.8989649936961326e-10
2	committees	2.4934008442318683e-4
1	committing	2.5599622176988746e-11
2	committing	5.843909548401126e-5
1	commodities	1.2758791813570423e-4
2	commodities	8.342272050502701e-6
1	commodity	1.7302911968530618e-4
2	commodity	2.572736623748977e-13
1	common	4.5244810555650434e-4
2	common	1.6728830638063633e-4
1	commonly	5.085311143589018e-5
2	commonly	1.1255865395319315e-5
1	commons	6.7493968286535385e-6
2	commons	5.372804053717071e-5
1	commune	4.4652580337983316e-5
2	commune	6.68717723605964e-11
1	communicate	2.864306581791779e-6
2	communicate	3.30641846362904e-5
1	communication	1.3580523219784827e-10
2	communication	5.4543077670428e-5
1	communications	2.5142669435385855e-4
2	communications	4.267708707258384e-5
1	communion	2.0374531632457877e-16
2	communion	2.727158623103571e-5
1	communique	3.907861695605885e-5
2	communique	7.401762423904946e-5
1	communism	2.6093952332359027e-21
2	communism	5.454317246235589e-5
1	communist	2.0275261118275475e-12
2	communist	9.817771029071948e-4
1	communists	3.80693170541395e-15
2	communists	1.9479704450575674e-4
1	communities	9.604419880719749e-5
2	communities	9.659075443389645e-5
1	community	2.017626428279276e-4
2	community	7.084849738365649e-4
1	communitys	7.462698567956036e-7
2	communitys	3.454257233379378e-5
1	commuter	5.5815845153865986e-5
2	commuter	1.7316966362431843e-14
1	compact	3.076437985050378e-5
2	compact	1.358995900406904e-5
1	companies	0.0012033712961728761
2	companies	6.001028115563198e-5
1	companion	3.447917643293345e-5
2	companion	1.4892975276180169e-5
1	company	0.0034833483836857614
2	company	5.813224186807438e-5
1	companys	6.745203693221346e-4
2	companys	5.942466448011065e-7
1	comparable	1.324413445655233e-4
2	comparable	4.9545848400294725e-6
1	compare	1.5313066173110764e-5
2	compare	2.0479020933417392e-5
1	compared	8.161746595755461e-4
2	compared	3.028573093952705e-5
1	compares	3.865320836830535e-5
2	compares	2.916821311484284e-7
1	comparison	8.448293507354597e-5
2	comparison	3.3660428050212264e-6
1	compelled	5.959705295877179e-7
2	compelled	3.075154023659632e-5
1	compensate	5.8969223235966277e-5
2	compensate	3.2862413010693196e-5
1	compensation	9.913225389386829e-5
2	compensation	5.1579945014991365e-5
1	compete	4.5661602943967834e-5
2	compete	3.825517891703824e-5
1	competent	7.176553398759114e-14
2	competent	3.8959408851590466e-5
1	competing	5.77035120355267e-5
2	competing	2.2058055600841718e-05
1	competition	1.5449512654309956e-4
2	competition	9.085552832806848e-5
1	competitive	1.6582019065995832e-4
2	competitive	5.031826125764585e-6
1	competitor	2.891161774606274e-5
2	competitor	7.091303478631825e-6
1	competitors	9.488693219437548e-5
2	competitors	3.2173378542900196e-12
1	compiled	4.465267614294029e-5
2	compiled	1.672398270135258e-23
1	complain	2.6395434900270507e-5
2	complain	3.222324214543119e-5
1	complained	4.695491502336293e-5
2	complained	2.1656572921585054e-4
1	complaining	2.3888881928242535e-5
2	complaining	5.345251827897951e-5
1	complaint	7.347793200593745e-5
2	complaint	1.0844604713842507e-4
1	complaints	6.673152762838541e-5
2	complaints	8.977938588463614e-5
1	complete	1.2826144632971463e-4
2	complete	1.5981384470346041e-4
1	completed	1.9503439188807453e-4
2	completed	1.3658203509596338e-4
1	completely	1.6154056887571678e-5
2	completely	9.781082798701624e-5
1	completing	2.9007959675207027e-5
2	completing	7.024056900175579e-6
1	completion	5.1454366658358324e-5
2	completion	1.8628071580107288e-5
1	complex	2.5086970060032203e-4
2	complex	1.1319280422631586e-4
1	compliance	7.338128640710881e-5
2	compliance	3.059468787467787e-5
1	complicated	2.5736808730642906e-6
2	complicated	8.001833179727933e-5
1	complications	3.239254319042061e-5
2	complications	7.656798109496536e-7
1	complicity	1.3576016913602746e-15
2	complicity	2.7271586230230328e-5
1	comply	5.24682525797134e-6
2	comply	7.425653857053083e-5
1	complying	1.4028069711155543e-5
2	complying	1.748000639880766e-5
1	component	6.139131889075345e-5
2	component	4.265336853858589e-9
1	components	6.666415001192578e-5
2	components	4.11571581561878e-6
1	composed	4.4505655483716505e-7
2	composed	3.085687805298991e-5
1	composer	7.085089642786201e-7
2	composer	2.2881106731740623e-5
1	composite	3.5163982462565465e-4
2	composite	5.735916102012113e-34
1	compound	7.123122633528383e-5
2	compound	1.2615723388147096e-5
1	comprehensive	2.644663240630852e-5
2	comprehensive	5.945909256420513e-5
1	comprise	3.9355262897685845e-5
2	comprise	1.538541227221005e-5
1	comprised	2.3635332922653428e-5
2	comprised	1.4670086351375372e-5
1	compromise	7.132636005285822e-12
2	compromise	2.2206862576101848e-4
1	compromises	1.9438089804727293e-14
2	compromises	2.7271586217610164e-5
1	computer	9.179842790743985e-4
2	computer	9.869941187155005e-6
1	computerized	6.697901328734973e-5
2	computerized	6.4708746771258e-13
1	computers	1.8743783990146244e-4
2	computers	5.526490281118854e-6
1	concede	1.0325801748580525e-5
2	concede	3.175200872216607e-5
1	conceded	2.514410915717705e-9
2	conceded	7.402112185667708e-5
1	conceicao	3.907109162507275e-5
2	conceicao	6.46270383147971e-72
1	concentrate	3.379871614301296e-5
2	concentrate	2.315981771672906e-5
1	concentrated	5.902937047176424e-5
2	concentrated	1.6529031737532118e-6
